seqnames,start,end,width,strand,peak.ID,peak.score,TE.chr,TE.start,TE.end,TE.ID,TE.score,TE.strand,TE.fam,TE.sfam,peak.overlap,is.duplicated.peak,TE.fam.v2,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENSEMBL,SYMBOL,GENENAME,annotation.v2
chr1,17578020,17578807,788,*,MACS_peak_118,107.64,chr1,17577966,17578186,MIR,0,-,SINE/MIR,MIR,166,FALSE,SINE/MIR,"Intron (uc001bai.3/51702, intron 1 of 15)",1,17575593,17610727,35135,1,51702,uc001bai.3,2427,ENSG00000142619,PADI3,peptidyl arginine deiminase 3,Intron
chr1,17607519,17608057,539,*,MACS_peak_120,97.35,chr1,17607642,17607905,L2c,0,-,LINE/L2,L2c,263,FALSE,LINE/L2,"Intron (uc001bai.3/51702, intron 15 of 15)",1,17634690,17674911,40222,1,23569,uc009vpc.2,-26633,ENSG00000159339,PADI4,peptidyl arginine deiminase 4,Intron
chr1,17667659,17668322,664,*,MACS_peak_121,335.56,chr1,17667593,17667893,AluSx3,0,-,SINE/Alu,AluSx3,234,FALSE,SINE/Alu,"Intron (uc009vpc.2/23569, intron 6 of 9)",1,17698741,17728195,29455,1,353238,uc001bak.1,-30419,ENSG00000276747,PADI6,peptidyl arginine deiminase 6,Intron
chr1,17820174,17821065,892,*,MACS_peak_122,1440.83,chr1,17820256,17820559,AluJr,0,-,SINE/Alu,AluJr,303,FALSE,SINE/Alu,Distal Intergenic,1,17846827,17909697,62871,1,55160,uc031pli.1,-25762,ENSG00000074964,ARHGEF10L,Rho guanine nucleotide exchange factor 10 like,Distal Intergenic
chr1,17974089,17974614,526,*,MACS_peak_123,244.11,chr1,17974037,17974332,L2a,0,-,LINE/L2,L2a,243,FALSE,LINE/L2,"Intron (uc009vpe.1/55160, intron 20 of 26)",1,17952451,18024370,71920,1,55160,uc009vpf.3,21638,ENSG00000074964,ARHGEF10L,Rho guanine nucleotide exchange factor 10 like,Intron
chr1,17989945,17990704,760,*,MACS_peak_124,616.06,chr1,17990396,17990653,L2c,0,+,LINE/L2,L2c,257,FALSE,LINE/L2,"Intron (uc009vpe.1/55160, intron 24 of 26)",1,18020542,18024370,3829,1,55160,uc001bas.3,-29838,ENSG00000074964,ARHGEF10L,Rho guanine nucleotide exchange factor 10 like,Intron
chr1,17997105,17997700,596,*,MACS_peak_125,237.14,chr1,17997316,17997621,L2b,0,+,LINE/L2,L2b,305,FALSE,LINE/L2,"Intron (uc009vpe.1/55160, intron 25 of 26)",1,18020542,18024370,3829,1,55160,uc001bas.3,-22842,ENSG00000074964,ARHGEF10L,Rho guanine nucleotide exchange factor 10 like,Intron
chr1,18031395,18031912,518,*,MACS_peak_126,238.73,chr1,18031640,18031844,MIRb,0,+,SINE/MIR,MIRb,204,FALSE,SINE/MIR,Distal Intergenic,1,18020542,18024370,3829,1,55160,uc001bas.3,10853,ENSG00000074964,ARHGEF10L,Rho guanine nucleotide exchange factor 10 like,Distal Intergenic
chr1,18044844,18045409,566,*,MACS_peak_127,126.53,chr1,18044947,18045129,MIR,0,-,SINE/MIR,MIR,182,FALSE,SINE/MIR,Distal Intergenic,1,18020542,18024370,3829,1,55160,uc001bas.3,24302,ENSG00000074964,ARHGEF10L,Rho guanine nucleotide exchange factor 10 like,Distal Intergenic
chr1,18061640,18062461,822,*,MACS_peak_128,360.04,chr1,18061845,18062250,L2c,0,+,LINE/L2,L2c,405,FALSE,LINE/L2,Distal Intergenic,1,18081808,18153558,71751,1,81569,uc001bat.3,-19347,ENSG00000117148,ACTL8,actin like 8,Distal Intergenic
chr1,18102243,18102846,604,*,MACS_peak_129,815.96,chr1,18102312,18102469,L2c,0,-,LINE/L2,L2c,157,FALSE,LINE/L2,"Intron (uc001bat.3/81569, intron 1 of 2)",1,18081808,18153558,71751,1,81569,uc001bat.3,20435,ENSG00000117148,ACTL8,actin like 8,Intron
chr1,18164296,18164681,386,*,MACS_peak_130,140.24,chr1,18164321,18164674,L2b,0,-,LINE/L2,L2b,353,FALSE,LINE/L2,Distal Intergenic,1,18081808,18153558,71751,1,81569,uc001bat.3,82488,ENSG00000117148,ACTL8,actin like 8,Distal Intergenic
chr1,18183741,18184107,367,*,MACS_peak_131,203.78,chr1,18183675,18183904,MIRb,0,+,SINE/MIR,MIRb,163,FALSE,SINE/MIR,Distal Intergenic,1,18081808,18153558,71751,1,81569,uc001bat.3,101933,ENSG00000117148,ACTL8,actin like 8,Distal Intergenic
chr1,18278380,18278960,581,*,MACS_peak_133,145.44,chr1,18278428,18278652,L2d2,0,-,LINE/L2,L2d2,224,FALSE,LINE/L2,Distal Intergenic,1,18434240,18704977,270738,1,84966,uc001bau.2,-155280,ENSG00000117154,IGSF21,immunoglobin superfamily member 21,Distal Intergenic
chr1,18310652,18311211,560,*,MACS_peak_134,81.68,chr1,18310711,18311068,L2b,0,+,LINE/L2,L2b,357,FALSE,LINE/L2,Distal Intergenic,1,18434240,18704977,270738,1,84966,uc001bau.2,-123029,ENSG00000117154,IGSF21,immunoglobin superfamily member 21,Distal Intergenic
chr1,18418637,18419389,753,*,MACS_peak_135,212.06,chr1,18418656,18419065,L2b,0,+,LINE/L2,L2b,409,FALSE,LINE/L2,Distal Intergenic,1,18434240,18704977,270738,1,84966,uc001bau.2,-14851,ENSG00000117154,IGSF21,immunoglobin superfamily member 21,Distal Intergenic
chr1,18453543,18454028,486,*,MACS_peak_136,103.43,chr1,18453683,18453882,L2a,0,-,LINE/L2,L2a,199,FALSE,LINE/L2,"Intron (uc001bau.2/84966, intron 1 of 9)",1,18434240,18704977,270738,1,84966,uc001bau.2,19303,ENSG00000117154,IGSF21,immunoglobin superfamily member 21,Intron
chr1,18480942,18481884,943,*,MACS_peak_139,1325.88,chr1,18481804,18481918,MIRb,0,+,SINE/MIR,MIRb,80,FALSE,SINE/MIR,"Intron (uc001bau.2/84966, intron 1 of 9)",1,18434240,18704977,270738,1,84966,uc001bau.2,46702,ENSG00000117154,IGSF21,immunoglobin superfamily member 21,Intron
chr1,18614349,18615032,684,*,MACS_peak_140,298.03,chr1,18614545,18614651,MIRb,0,-,SINE/MIR,MIRb,106,FALSE,SINE/MIR,"Intron (uc001bau.2/84966, intron 2 of 9)",1,18687861,18704977,17117,1,84966,uc001bav.2,-72829,ENSG00000117154,IGSF21,immunoglobin superfamily member 21,Intron
chr1,18655792,18656365,574,*,MACS_peak_142,171.43,chr1,18655762,18655969,MIRc,0,-,SINE/MIR,MIRc,177,FALSE,SINE/MIR,"Intron (uc001bau.2/84966, intron 3 of 9)",1,18687861,18704977,17117,1,84966,uc001bav.2,-31496,ENSG00000117154,IGSF21,immunoglobin superfamily member 21,Intron
chr1,18680337,18681270,934,*,MACS_peak_144,980.54,chr1,18680434,18680879,L2c,0,-,LINE/L2,L2c,445,FALSE,LINE/L2,"Intron (uc001bau.2/84966, intron 4 of 9)",1,18687861,18704977,17117,1,84966,uc001bav.2,-6591,ENSG00000117154,IGSF21,immunoglobin superfamily member 21,Intron
chr1,18772687,18773172,486,*,MACS_peak_145,105.39,chr1,18772914,18773161,L2b,0,+,LINE/L2,L2b,247,FALSE,LINE/L2,Distal Intergenic,1,18807424,18812480,5057,1,127707,uc001bax.3,-34252,ENSG00000179023,KLHDC7A,kelch domain containing 7A,Distal Intergenic
chr1,18882266,18883099,834,*,MACS_peak_146,127.82,chr1,18882413,18882858,L2b,0,+,LINE/L2,L2b,445,FALSE,LINE/L2,Distal Intergenic,1,18957500,19062632,105133,1,5081,uc001bay.3,-74401,ENSG00000009709,PAX7,paired box 7,Distal Intergenic
chr1,18899436,18900176,741,*,MACS_peak_147,118.67,chr1,18899993,18900373,L2b,0,+,LINE/L2,L2b,183,FALSE,LINE/L2,Distal Intergenic,1,18957500,19062632,105133,1,5081,uc001bay.3,-57324,ENSG00000009709,PAX7,paired box 7,Distal Intergenic
chr1,18908758,18909511,754,*,MACS_peak_148,399.93,chr1,18908859,18909185,L2b,0,-,LINE/L2,L2b,326,FALSE,LINE/L2,Distal Intergenic,1,18957500,19062632,105133,1,5081,uc001bay.3,-47989,ENSG00000009709,PAX7,paired box 7,Distal Intergenic
chr1,19024031,19024681,651,*,MACS_peak_149,340.92,chr1,19024216,19024447,L2c,0,+,LINE/L2,L2c,231,FALSE,LINE/L2,"Intron (uc001bay.3/5081, intron 5 of 7)",1,18957500,19075360,117861,1,5081,uc010oct.2,66531,ENSG00000009709,PAX7,paired box 7,Intron
chr1,19143686,19144498,813,*,MACS_peak_151,643.75,chr1,19143803,19144234,L2b,0,-,LINE/L2,L2b,431,FALSE,LINE/L2,Distal Intergenic,1,19166093,19186155,20063,2,80834,uc001bba.1,41657,ENSG00000179002,TAS1R2,taste 1 receptor member 2,Distal Intergenic
chr1,19201825,19202494,670,*,MACS_peak_152,335.38,chr1,19202401,19202496,MIRb,0,+,SINE/MIR,MIRb,93,FALSE,SINE/MIR,"Exon (uc010ocu.2/8659, exon 13 of 15)",1,19209696,19209769,74,2,100616120,uc021ohm.2,7275,ENSG00000265606,MIR4695,microRNA 4695,Exon
chr1,19207420,19208158,739,*,MACS_peak_153,344.65,chr1,19207641,19207887,L2c,0,+,LINE/L2,L2c,246,FALSE,LINE/L2,"Intron (uc010ocu.2/8659, intron 8 of 14)",1,19209696,19209769,74,2,100616120,uc021ohm.2,1611,ENSG00000265606,MIR4695,microRNA 4695,Intron
chr1,19293525,19294412,888,*,MACS_peak_154,114.1,chr1,19294127,19294273,MIRb,0,-,SINE/MIR,MIRb,146,FALSE,SINE/MIR,Distal Intergenic,1,19230774,19282826,52053,2,126917,uc001bbd.2,-10699,ENSG00000169991,IFFO2,intermediate filament family orphan 2,Distal Intergenic
chr1,19373417,19373923,507,*,MACS_peak_156,375.29,chr1,19373389,19373700,L2b,0,+,LINE/L2,L2b,283,FALSE,LINE/L2,Distal Intergenic,1,19401000,19408140,7141,2,23352,uc001bbf.3,34217,ENSG00000127481,UBR4,ubiquitin protein ligase E3 component n-recognin 4,Distal Intergenic
chr1,19656001,19656659,659,*,MACS_peak_157,144.39,chr1,19656263,19656408,L2b,0,-,LINE/L2,L2b,145,FALSE,LINE/L2,"Intron (uc021ohq.1/54896, intron 9 of 9)",1,19638740,19658922,20183,1,54896,uc021ohq.1,17261,ENSG00000040487,SLC66A1,solute carrier family 66 member 1,Intron
chr1,19656679,19657289,611,*,MACS_peak_158,300.48,chr1,19657034,19657159,L2b,0,-,LINE/L2,L2b,125,FALSE,LINE/L2,"Intron (uc021ohq.1/54896, intron 9 of 9)",1,19638740,19658922,20183,1,54896,uc021ohq.1,17939,ENSG00000040487,SLC66A1,solute carrier family 66 member 1,Intron
chr1,19711013,19711762,750,*,MACS_peak_160,189.86,chr1,19711295,19711515,L2c,0,+,LINE/L2,L2c,220,FALSE,LINE/L2,"Intron (uc010ocz.2/832, intron 3 of 8)",1,19638740,19658922,20183,1,54896,uc021ohq.1,72273,ENSG00000040487,SLC66A1,solute carrier family 66 member 1,Intron
chr1,20192795,20193552,758,*,MACS_peak_161,170.7,chr1,20192652,20192933,L2a,0,+,LINE/L2,L2a,138,FALSE,LINE/L2,Distal Intergenic,1,20208888,20239437,30550,1,23252,uc001bcs.4,-15336,ENSG00000169914,OTUD3,OTU deubiquitinase 3,Distal Intergenic
chr1,20402946,20403826,881,*,MACS_peak_162,337.27,chr1,20402976,20403195,MIRb,0,+,SINE/MIR,MIRb,219,FALSE,SINE/MIR,"Intron (uc001bcx.3/5322, intron 6 of 9)",1,20396701,20418394,21694,1,5322,uc001bcy.3,6245,ENSG00000127472,PLA2G5,phospholipase A2 group V,Intron
chr1,20590838,20591314,477,*,MACS_peak_163,84.3,chr1,20590972,20591281,L2d2,0,+,LINE/L2,L2d2,309,FALSE,LINE/L2,Distal Intergenic,1,20617412,20665715,48304,1,127731,uc001bdd.2,-26098,ENSG00000158816,VWA5B1,von Willebrand factor A domain containing 5B1,Distal Intergenic
chr1,20702397,20703029,633,*,MACS_peak_164,91.05,chr1,20702771,20702961,L2c,0,-,LINE/L2,L2c,190,FALSE,LINE/L2,"Intron (uc009vpu.2/339505, intron 1 of 3)",1,20686294,20732187,45894,2,339505,uc009vpu.2,29158,,LINC01141,long intergenic non-protein coding RNA 1141,Intron
chr1,20762617,20763362,746,*,MACS_peak_165,134.62,chr1,20763002,20763288,MER103C,0,-,DNA/hAT-Charlie,MER103C,286,FALSE,Other.TE,Distal Intergenic,1,20686294,20755287,68994,2,339505,uc001bdf.2,-7330,,LINC01141,long intergenic non-protein coding RNA 1141,Distal Intergenic
chr1,20953258,20953697,440,*,MACS_peak_168,166.63,chr1,20953344,20953515,L2b,0,-,LINE/L2,L2b,171,FALSE,LINE/L2,Distal Intergenic,1,20959948,20978004,18057,1,65018,uc001bdm.3,-6251,ENSG00000158828,PINK1,PTEN induced kinase 1,Distal Intergenic
chr1,21058680,21059430,751,*,MACS_peak_170,1516.37,,,,No.TE,,,No.TE,No.TE,,,No.TE,Promoter,1,21046225,21059133,12909,2,400745,uc001bdt.1,0,ENSG00000189410,SH2D5,SH2 domain containing 5,Promoter
chr1,21606569,21607304,736,*,MACS_peak_172,495.86,chr1,21606814,21606971,L2b,0,-,LINE/L2,L2b,157,FALSE,LINE/L2,Promoter,1,21543740,21606183,62444,2,1889,uc001bej.2,-386,ENSG00000117298,ECE1,endothelin converting enzyme 1,Promoter
chr1,21666398,21666839,442,*,MACS_peak_173,175.27,chr1,21666448,21666566,L2c,0,+,LINE/L2,L2c,118,FALSE,LINE/L2,"Intron (uc001bem.2/1889, intron 1 of 18)",1,21543740,21672034,128295,2,1889,uc001bem.2,5195,ENSG00000117298,ECE1,endothelin converting enzyme 1,Intron
chr1,21762557,21763351,795,*,MACS_peak_174,271.18,,,,No.TE,,,No.TE,No.TE,,,No.TE,"Exon (uc001beq.1/uc001beq.1, exon 2 of 2)",1,21766583,21811393,44811,1,84224,uc001ber.4,-3232,ENSG00000142794,NBPF3,NBPF member 3,Exon
chr1,21900078,21900930,853,*,MACS_peak_176,587.1,chr1,21900687,21900884,MIRb,0,+,SINE/MIR,MIRb,197,FALSE,SINE/MIR,"Exon (uc001bet.3/249, exon 9 of 12)",1,21877772,21904905,27134,1,249,uc001beu.4,22306,ENSG00000162551,ALPL,"alkaline phosphatase, biomineralization associated",Exon
chr1,21925102,21925745,644,*,MACS_peak_177,561.46,chr1,21925454,21925839,L2c,0,-,LINE/L2,L2c,291,FALSE,LINE/L2,"Intron (uc001bev.3/5909, intron 19 of 22)",1,21922708,21946543,23836,2,5909,uc001bev.3,20798,ENSG00000076864,RAP1GAP,RAP1 GTPase activating protein,Intron
chr1,21969167,21969896,730,*,MACS_peak_178,640.75,chr1,21969409,21969705,L2b,0,+,LINE/L2,L2b,296,FALSE,LINE/L2,"Intron (uc001bew.3/5909, intron 2 of 24)",1,21922708,21978348,55641,2,5909,uc001bew.3,8452,ENSG00000076864,RAP1GAP,RAP1 GTPase activating protein,Intron
chr1,22164727,22165447,721,*,MACS_peak_179,120.44,chr1,22164659,22164781,MIR,0,-,SINE/MIR,MIR,54,FALSE,SINE/MIR,"Exon (uc001bfj.3/3339, exon 74 of 97)",1,22148737,22157206,8470,2,3339,uc001bfi.3,-7521,ENSG00000142798,HSPG2,heparan sulfate proteoglycan 2,Exon
chr1,22182658,22183047,390,*,MACS_peak_180,184.43,chr1,22182449,22182904,L2a,0,+,LINE/L2,L2a,246,FALSE,LINE/L2,"Intron (uc001bfj.3/3339, intron 44 of 96)",1,22148737,22157206,8470,2,3339,uc001bfi.3,-25452,ENSG00000142798,HSPG2,heparan sulfate proteoglycan 2,Intron
chr1,22236577,22237905,1329,*,MACS_peak_181,503.16,chr1,22237280,22237482,MIRb,0,-,SINE/MIR,MIRb,202,FALSE,SINE/MIR,"Intron (uc001bfj.3/3339, intron 1 of 96)",1,22213708,22222803,9096,2,3339,uc009vqe.1,-13774,ENSG00000142798,HSPG2,heparan sulfate proteoglycan 2,Intron
chr1,22289700,22290673,974,*,MACS_peak_182,287.42,chr1,22289629,22289933,AluSz,0,+,SINE/Alu,AluSz,233,FALSE,SINE/Alu,Distal Intergenic,1,22303418,22315847,12430,1,23436,uc001bfk.3,-12745,ENSG00000219073,CELA3B,chymotrypsin like elastase 3B,Distal Intergenic
chr1,22303602,22304293,692,*,MACS_peak_183,87.01,chr1,22304031,22304220,MIR,0,-,SINE/MIR,MIR,189,FALSE,SINE/MIR,Promoter,1,22303418,22333141,29724,1,23436,uc009vqf.3,184,ENSG00000219073,CELA3B,chymotrypsin like elastase 3B,Promoter
chr1,22451261,22451940,680,*,MACS_peak_186,284.32,chr1,22451531,22451678,MIRb,0,+,SINE/MIR,MIRb,147,FALSE,SINE/MIR,"Intron (uc001bfs.4/54361, intron 2 of 4)",1,22443798,22469519,25722,2,54361,uc001bfs.4,17579,ENSG00000162552,WNT4,Wnt family member 4,Intron
chr1,22514831,22515562,732,*,MACS_peak_189,279.92,chr1,22515066,22515178,L2c,0,+,LINE/L2,L2c,112,FALSE,LINE/L2,Distal Intergenic,1,22443798,22470385,26588,2,54361,uc010odt.2,-44446,ENSG00000162552,WNT4,Wnt family member 4,Distal Intergenic
chr1,22653311,22653635,325,*,MACS_peak_191,82.2,chr1,22653331,22653532,L2d,0,+,LINE/L2,L2d,201,FALSE,LINE/L2,Distal Intergenic,1,22778344,22857650,79307,1,9923,uc001bft.2,-124709,ENSG00000184677,ZBTB40,zinc finger and BTB domain containing 40,Distal Intergenic
chr1,22661539,22662028,490,*,MACS_peak_192,165.95,chr1,22661479,22661595,MIR1_Amn,0,-,SINE/MIR,MIR1_Amn,56,FALSE,SINE/MIR,Distal Intergenic,1,22778344,22857650,79307,1,9923,uc001bft.2,-116316,ENSG00000184677,ZBTB40,zinc finger and BTB domain containing 40,Distal Intergenic
chr1,22664972,22665688,717,*,MACS_peak_193,98.1,chr1,22665121,22665348,MIRb,0,+,SINE/MIR,MIRb,227,FALSE,SINE/MIR,Distal Intergenic,1,22778344,22857650,79307,1,9923,uc001bft.2,-112656,ENSG00000184677,ZBTB40,zinc finger and BTB domain containing 40,Distal Intergenic
chr1,22870000,22870821,822,*,MACS_peak_194,428.43,chr1,22870495,22870633,MIRc,0,-,SINE/MIR,MIRc,138,FALSE,SINE/MIR,Distal Intergenic,1,22890004,22916112,26109,1,2046,uc001bfw.3,-19183,ENSG00000070886,EPHA8,EPH receptor A8,Distal Intergenic
chr1,22951594,22952167,574,*,MACS_peak_196,152.29,chr1,22951673,22951884,MIR,0,-,SINE/MIR,MIR,211,FALSE,SINE/MIR,Distal Intergenic,1,22963118,22966175,3058,1,712,uc001bfy.3,-10951,ENSG00000173372,C1QA,complement C1q A chain,Distal Intergenic
chr1,22975679,22976247,569,*,MACS_peak_197,209.23,chr1,22975734,22975935,L2c,0,+,LINE/L2,L2c,201,FALSE,LINE/L2,Downstream (1-2kb),1,22979682,22988029,8348,1,713,uc001bgd.3,-3435,ENSG00000173369,C1QB,complement C1q B chain,Distal Intergenic
chr1,23013155,23013939,785,*,MACS_peak_198,191.19,chr1,23013330,23013760,L2c,0,+,LINE/L2,L2c,430,FALSE,LINE/L2,Distal Intergenic,1,23037331,23241082,203752,1,2048,uc009vqj.1,-23392,ENSG00000133216,EPHB2,EPH receptor B2,Distal Intergenic
chr1,23035500,23036340,841,*,MACS_peak_199,565.25,chr1,23035499,23035539,L2b,0,+,LINE/L2,L2b,39,FALSE,LINE/L2,Promoter,1,23037331,23241082,203752,1,2048,uc009vqj.1,-991,ENSG00000133216,EPHB2,EPH receptor B2,Promoter
chr1,23041537,23042178,642,*,MACS_peak_200,179.99,chr1,23041328,23041581,L2a,0,+,LINE/L2,L2a,44,FALSE,LINE/L2,"Intron (uc009vqj.1/2048, intron 1 of 16)",1,23046010,23046091,82,1,100616391,uc021oib.1,-3832,ENSG00000265422,MIR4684,microRNA 4684,Intron
chr1,23072457,23073159,703,*,MACS_peak_201,198.42,chr1,23072562,23073104,L2b,0,-,LINE/L2,L2b,542,FALSE,LINE/L2,"Intron (uc009vqj.1/2048, intron 1 of 16)",1,23046010,23046091,82,1,100616391,uc021oib.1,26447,ENSG00000265422,MIR4684,microRNA 4684,Intron
chr1,23119489,23120382,894,*,MACS_peak_202,270.24,chr1,23119709,23119952,L2b,0,-,LINE/L2,L2b,243,FALSE,LINE/L2,"Intron (uc009vqj.1/2048, intron 3 of 16)",1,23189652,23189719,68,2,100422914,uc021oic.1,69337,ENSG00000264014,MIR4253,microRNA 4253,Intron
chr1,23149416,23149979,564,*,MACS_peak_203,98.71,chr1,23149740,23149825,L2c,0,+,LINE/L2,L2c,85,FALSE,LINE/L2,"Intron (uc009vqj.1/2048, intron 3 of 16)",1,23189652,23189719,68,2,100422914,uc021oic.1,39740,ENSG00000264014,MIR4253,microRNA 4253,Intron
chr1,23155866,23156723,858,*,MACS_peak_204,120.86,chr1,23156179,23156487,L2b,0,-,LINE/L2,L2b,308,FALSE,LINE/L2,"Intron (uc009vqj.1/2048, intron 3 of 16)",1,23189652,23189719,68,2,100422914,uc021oic.1,32996,ENSG00000264014,MIR4253,microRNA 4253,Intron
chr1,23184176,23184767,592,*,MACS_peak_205,111.52,chr1,23184297,23184969,L2a,0,-,LINE/L2,L2a,470,FALSE,LINE/L2,"Intron (uc009vqj.1/2048, intron 3 of 16)",1,23189652,23189719,68,2,100422914,uc021oic.1,4952,ENSG00000264014,MIR4253,microRNA 4253,Intron
chr1,23195564,23196315,752,*,MACS_peak_206,284.21,chr1,23195819,23196117,L2d,0,-,LINE/L2,L2d,298,FALSE,LINE/L2,"Intron (uc009vqj.1/2048, intron 5 of 16)",1,23189652,23189719,68,2,100422914,uc021oic.1,-5845,ENSG00000264014,MIR4253,microRNA 4253,Intron
chr1,23539957,23540666,710,*,MACS_peak_210,111.75,chr1,23540351,23540562,L2b,0,+,LINE/L2,L2b,211,FALSE,LINE/L2,Distal Intergenic,1,23518388,23521222,2835,2,3352,uc001bgn.3,-18735,ENSG00000179546,HTR1D,5-hydroxytryptamine receptor 1D,Distal Intergenic
chr1,23779988,23780478,491,*,MACS_peak_211,87.89,chr1,23780147,23780459,L2d,0,+,LINE/L2,L2d,312,FALSE,LINE/L2,"Intron (uc010odz.1/55616, intron 3 of 24)",1,23755056,23763170,8115,2,55616,uc001bgy.1,-16818,ENSG00000088280,ASAP3,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3",Intron
chr1,23843842,23844659,818,*,MACS_peak_212,136.32,chr1,23844043,23844379,L2c,0,-,LINE/L2,L2c,336,FALSE,LINE/L2,"Intron (uc001bhe.2/1870, intron 5 of 6)",1,23832920,23857712,24793,2,1870,uc001bhe.2,13053,ENSG00000007968,E2F2,E2F transcription factor 2,Intron
chr1,23852056,23852985,930,*,MACS_peak_213,294.05,chr1,23852783,23852857,MIRc,0,-,SINE/MIR,MIRc,74,FALSE,SINE/MIR,"Intron (uc001bhe.2/1870, intron 1 of 6)",1,23832920,23857712,24793,2,1870,uc001bhe.2,4727,ENSG00000007968,E2F2,E2F transcription factor 2,Intron
chr1,23859122,23859953,832,*,MACS_peak_214,167.42,chr1,23859196,23859470,AluSx1,0,-,SINE/Alu,AluSx1,274,FALSE,SINE/Alu,Distal Intergenic,1,23832920,23857712,24793,2,1870,uc001bhe.2,-1410,ENSG00000007968,E2F2,E2F transcription factor 2,Distal Intergenic
chr1,23916378,23917056,679,*,MACS_peak_215,675.51,chr1,23916646,23916927,L2b,0,-,LINE/L2,L2b,281,FALSE,LINE/L2,"Intron (uc001bhi.3/259283, intron 1 of 6)",1,23907985,23967056,59072,1,259283,uc001bhi.3,8393,ENSG00000197880,MDS2,myelodysplastic syndrome 2 translocation associated,Intron
chr1,23964816,23965819,1004,*,MACS_peak_216,841.39,chr1,23964791,23965029,MIR,0,-,SINE/MIR,MIR,213,FALSE,SINE/MIR,"Exon (uc001bhj.3/259283, exon 5 of 7)",1,23953226,23967056,13831,1,259283,uc001bhj.3,11590,ENSG00000197880,MDS2,myelodysplastic syndrome 2 translocation associated,Exon
chr1,24249800,24250688,889,*,MACS_peak_217,187.73,chr1,24249901,24250088,MER112,0,-,DNA/hAT-Charlie,MER112,187,FALSE,Other.TE,Distal Intergenic,1,24255560,24255637,78,1,100616492,uc021oik.1,-4872,ENSG00000264926,MIR378F,microRNA 378f,Distal Intergenic
chr1,24401784,24402447,664,*,MACS_peak_218,215.86,chr1,24402128,24402376,L2a,0,+,LINE/L2,L2a,248,FALSE,LINE/L2,"Exon (uc001bim.4/127294, exon 14 of 29)",1,24382531,24393069,10539,2,127294,uc001bil.4,-8715,ENSG00000142661,MYOM3,myomesin 3,Exon
chr1,24430424,24430987,564,*,MACS_peak_219,165.14,chr1,24430736,24430960,L2c,0,+,LINE/L2,L2c,224,FALSE,LINE/L2,"Intron (uc001bin.4/127294, intron 5 of 36)",1,24408039,24434929,26891,2,127294,uc001bip.1,3942,ENSG00000142661,MYOM3,myomesin 3,Intron
chr1,24491743,24492503,761,*,MACS_peak_220,232.83,chr1,24491552,24491978,MLT1E2-int,427,-,LTR/ERVL-MaLR,MLT1E2-int,235,FALSE,Other.TE,"Intron (uc001bir.3/163702, intron 3 of 6)",1,24480647,24513765,33119,2,163702,uc001bir.3,21262,ENSG00000185436,IFNLR1,interferon lambda receptor 1,Intron
chr1,24540706,24541080,375,*,MACS_peak_221,149.85,chr1,24540673,24541087,L2b,0,+,LINE/L2,L2b,374,FALSE,LINE/L2,Downstream (2-3kb),1,24526730,24538180,11451,1,284632,uc010oei.1,13976,ENSG00000230023,LINC02800,long intergenic non-protein coding RNA 2800,Exon
chr1,24563473,24563951,479,*,MACS_peak_222,333.75,chr1,24563409,24563730,L2c,0,-,LINE/L2,L2c,257,FALSE,LINE/L2,Distal Intergenic,1,24526730,24538180,11451,1,284632,uc010oei.1,36743,ENSG00000230023,LINC02800,long intergenic non-protein coding RNA 2800,Distal Intergenic
chr1,25221249,25221938,690,*,MACS_peak_223,90.57,chr1,25221086,25221386,AluSx,0,-,SINE/Alu,AluSx,137,FALSE,SINE/Alu,Distal Intergenic,1,25226002,25256770,30769,2,864,uc001bjq.3,34832,ENSG00000020633,RUNX3,RUNX family transcription factor 3,Distal Intergenic
chr1,25310807,25311424,618,*,MACS_peak_225,163.64,,,,No.TE,,,No.TE,No.TE,,,No.TE,Distal Intergenic,1,25256078,25291612,35535,2,864,uc009vrl.1,-19195,ENSG00000020633,RUNX3,RUNX family transcription factor 3,Distal Intergenic
chr1,25349390,25350243,854,*,MACS_peak_226,266.83,chr1,25349964,25350227,MIR,0,-,SINE/MIR,MIR,263,FALSE,SINE/MIR,Distal Intergenic,1,25256078,25291612,35535,2,864,uc009vrl.1,-57778,ENSG00000020633,RUNX3,RUNX family transcription factor 3,Distal Intergenic
chr1,25364526,25365038,513,*,MACS_peak_227,132.11,chr1,25364611,25364748,MIR,0,-,SINE/MIR,MIR,137,FALSE,SINE/MIR,Distal Intergenic,1,25256078,25291612,35535,2,864,uc009vrl.1,-72914,ENSG00000020633,RUNX3,RUNX family transcription factor 3,Distal Intergenic
chr1,25431318,25432081,764,*,MACS_peak_228,350.71,chr1,25431287,25431916,L2c,0,+,LINE/L2,L2c,598,FALSE,LINE/L2,Distal Intergenic,1,25548767,25559013,10247,2,25949,uc001bjt.1,126932,ENSG00000117614,SYF2,SYF2 pre-mRNA splicing factor,Distal Intergenic
chr1,25867765,25868822,1058,*,MACS_peak_230,866.03,chr1,25867921,25868186,L2b,0,-,LINE/L2,L2b,265,FALSE,LINE/L2,Distal Intergenic,1,25870076,25895377,25302,1,26119,uc001bkl.4,-1254,ENSG00000157978,LDLRAP1,low density lipoprotein receptor adaptor protein 1,Distal Intergenic
